[INFO ] [2022-03-03 00:46:49,353] Pre-Condition - Step 01: Click to Sign Up button
[INFO ] [2022-03-04 12:21:50,711] Cart Page - Step 14: Verify the message in summary checkout is displayed correctly
[INFO ] [2022-03-04 12:21:50,769] Cart Page - Step 15: Hover to tooltip in item subtotal
[INFO ] [2022-03-04 12:21:50,943] Cart Page - Step 16: Verify the text in tooltip is displayed correctly
[INFO ] [2022-03-04 12:21:51,024] OS name = mac os x
[INFO ] [2022-03-04 12:21:51,311] ---------- QUIT BROWSER SUCCESS ----------
[INFO ] [2022-03-04 12:31:24,347] Pre-Condition - Step 01: Click to Sign Up button
[INFO ] [2022-03-04 12:31:24,859] Pre-Condition - Step 02: Enter to Email textbox
[INFO ] [2022-03-04 12:31:25,351] Pre-Condition - Step 03: Enter to Password textbox
[INFO ] [2022-03-04 12:31:25,556] Pre-Condition - Step 04: Select I am a Buyer value
[INFO ] [2022-03-04 12:31:25,750] Pre-Condition - Step 05: Click to Login button
[INFO ] [2022-03-04 12:31:25,971] Pre-Condition - Step 06: Verify the Pop popup is displayed
[INFO ] [2022-03-04 12:31:27,120] Pre-Condition - Step 07: Click on X button to close popup
[INFO ] [2022-03-04 12:31:37,431] Home Page - Step 01: Enter product named 'Product exam1' into search textbox
[INFO ] [2022-03-04 12:31:37,656] Home Page - Step 02: Click on search icon
[INFO ] [2022-03-04 12:31:37,815] Home Page - Step 03: Verify the results search is displayed
[INFO ] [2022-03-04 12:31:38,590] Home Page - Step 04: Click on Add to cart icon
[INFO ] [2022-03-04 12:31:38,724] Home Page - Step 05: Verify the add to cart popup is displayed
[INFO ] [2022-03-04 12:31:38,856] Home Page - Step 06: Enter quantity
[INFO ] [2022-03-04 12:31:39,755] Home Page - Step 07: Click on Add to Cart in Modal Dialog
[INFO ] [2022-03-04 12:31:39,905] Home Page - Step 08: Verify the notification of adding to cart successfully
[INFO ] [2022-03-04 12:31:40,713] Home Page - Step 09: Click on X icon
[INFO ] [2022-03-04 12:31:46,134] Home Page - Step 01: Hover to Cart icon
[INFO ] [2022-03-04 12:31:46,362] Home Page - Step 02: the cart popper is displayed normally
[INFO ] [2022-03-04 12:31:46,426] Home Page - Step 03: Verify the quantity of product is displayed correctly
[INFO ] [2022-03-04 12:31:46,514] Home Page - Step 04: Verify the price of product is displayed correctly
[INFO ] [2022-03-04 12:31:46,576] Home Page - Step 05: Verify the price total of product is displayed correctly
[INFO ] [2022-03-04 12:31:46,663] Home Page - Step 06: Verify the order value is displayed correctly
[INFO ] [2022-03-04 12:31:46,764] Home Page - Step 07: Verify the items subtotal is displayed correctly
[INFO ] [2022-03-04 12:31:46,883] Home Page - Step 08: Verify the small order surcharge is displayed correctly
[INFO ] [2022-03-04 12:31:46,943] Home Page - Step 09: Verify the logistics surcharge is displayed correctly
[INFO ] [2022-03-04 12:31:46,989] Home Page - Step 10: Verify the last total price is displayed correctly
[INFO ] [2022-03-04 12:31:52,254] Home Page - Step 01: Click on Cart button
[INFO ] [2022-03-04 12:31:52,425] Cart Page - Step 02: Verify the cart page is displayed
[INFO ] [2022-03-04 12:31:53,353] Cart Page - Step 03: Verify the text in pod express items is displayed
[INFO ] [2022-03-04 12:31:53,406] Cart Page - Step 04: Verify the brand name is displayed correctly
[INFO ] [2022-03-04 12:31:53,453] Cart Page - Step 05: Verify the product name is displayed correctly
[INFO ] [2022-03-04 12:31:53,509] Cart Page - Step 06: Verify the sku name is displayed correctly
[INFO ] [2022-03-04 12:31:53,559] Cart Page - Step 07: Verify the unit is displayed correctly
[INFO ] [2022-03-04 12:31:53,629] Cart Page - Step 08: Verify the id is displayed correctly
[INFO ] [2022-03-04 12:31:53,679] Cart Page - Step 09: Verify the unit is displayed correctly
[INFO ] [2022-03-04 12:31:53,743] Cart Page - Step 10: Verify the price is displayed correctly
[INFO ] [2022-03-04 12:31:53,796] Cart Page - Step 11: Verify the quantity of product is displayed correctly
[INFO ] [2022-03-04 12:31:53,853] Cart Page - Step 12: Verify the total price is displayed correctly
[INFO ] [2022-03-04 12:31:53,939] Cart Page - Step 13: Verify info of shipping address is displayed correctly
[INFO ] [2022-03-04 12:31:54,306] Cart Page - Step 14: Verify the message in summary checkout is displayed correctly
[INFO ] [2022-03-04 12:31:54,362] Cart Page - Step 15: Hover to tooltip in item subtotal
[INFO ] [2022-03-04 12:31:54,568] Cart Page - Step 16: Verify the text in tooltip is displayed correctly
[INFO ] [2022-03-04 12:31:54,637] OS name = mac os x
[INFO ] [2022-03-04 12:31:54,916] ---------- QUIT BROWSER SUCCESS ----------
[INFO ] [2022-03-04 12:35:10,475] Pre-Condition - Step 01: Click to Sign Up button
[INFO ] [2022-03-04 12:35:10,826] Pre-Condition - Step 02: Enter to Email textbox
[INFO ] [2022-03-04 12:35:11,272] Pre-Condition - Step 03: Enter to Password textbox
[INFO ] [2022-03-04 12:35:11,570] Pre-Condition - Step 04: Select I am a Buyer value
[INFO ] [2022-03-04 12:35:11,845] Pre-Condition - Step 05: Click to Login button
[INFO ] [2022-03-04 12:35:11,983] Pre-Condition - Step 06: Verify the Pop popup is displayed
[INFO ] [2022-03-04 12:35:13,242] Pre-Condition - Step 07: Click on X button to close popup
[INFO ] [2022-03-04 12:35:23,577] Home Page - Step 01: Enter product named 'Product exam1' into search textbox
[INFO ] [2022-03-04 12:35:23,765] Home Page - Step 02: Click on search icon
[INFO ] [2022-03-04 12:35:23,924] Home Page - Step 03: Verify the results search is displayed
[INFO ] [2022-03-04 12:35:24,756] Home Page - Step 04: Click on Add to cart icon
[INFO ] [2022-03-04 12:35:24,924] Home Page - Step 05: Verify the add to cart popup is displayed
[INFO ] [2022-03-04 12:35:25,104] Home Page - Step 06: Enter quantity
[INFO ] [2022-03-04 12:35:25,996] Home Page - Step 07: Click on Add to Cart in Modal Dialog
[INFO ] [2022-03-04 12:35:26,137] Home Page - Step 08: Verify the notification of adding to cart successfully
[INFO ] [2022-03-04 12:35:26,913] Home Page - Step 09: Click on X icon
[INFO ] [2022-03-04 12:35:32,289] Home Page - Step 01: Hover to Cart icon
[INFO ] [2022-03-04 12:35:32,537] Home Page - Step 02: the cart popper is displayed normally
[INFO ] [2022-03-04 12:35:32,623] Home Page - Step 03: Verify the quantity of product is displayed correctly
[INFO ] [2022-03-04 12:35:32,681] Home Page - Step 04: Verify the price of product is displayed correctly
[INFO ] [2022-03-04 12:35:32,749] Home Page - Step 05: Verify the price total of product is displayed correctly
[INFO ] [2022-03-04 12:35:32,909] Home Page - Step 06: Verify the order value is displayed correctly
[INFO ] [2022-03-04 12:35:33,027] Home Page - Step 07: Verify the items subtotal is displayed correctly
[INFO ] [2022-03-04 12:35:33,131] Home Page - Step 08: Verify the small order surcharge is displayed correctly
[INFO ] [2022-03-04 12:35:33,190] Home Page - Step 09: Verify the logistics surcharge is displayed correctly
[INFO ] [2022-03-04 12:35:33,240] Home Page - Step 10: Verify the last total price is displayed correctly
[INFO ] [2022-03-04 12:35:38,474] Home Page - Step 01: Click on Cart button
[INFO ] [2022-03-04 12:35:38,637] Cart Page - Step 02: Verify the cart page is displayed
[INFO ] [2022-03-04 12:35:39,587] Cart Page - Step 03: Verify the text in pod express items is displayed
[INFO ] [2022-03-04 12:35:39,639] Cart Page - Step 04: Verify the brand name is displayed correctly
[INFO ] [2022-03-04 12:35:39,685] Cart Page - Step 05: Verify the product name is displayed correctly
[INFO ] [2022-03-04 12:35:39,734] Cart Page - Step 06: Verify the sku name is displayed correctly
[INFO ] [2022-03-04 12:35:39,780] Cart Page - Step 07: Verify the unit is displayed correctly
[INFO ] [2022-03-04 12:35:39,845] Cart Page - Step 08: Verify the id is displayed correctly
[INFO ] [2022-03-04 12:35:39,902] Cart Page - Step 09: Verify the unit is displayed correctly
[INFO ] [2022-03-04 12:35:39,950] Cart Page - Step 10: Verify the price is displayed correctly
[INFO ] [2022-03-04 12:35:40,006] Cart Page - Step 11: Verify the quantity of product is displayed correctly
[INFO ] [2022-03-04 12:35:40,062] Cart Page - Step 12: Verify the total price is displayed correctly
[INFO ] [2022-03-04 12:35:40,128] Cart Page - Step 13: Verify info of shipping address is displayed correctly
[INFO ] [2022-03-04 12:35:40,457] Cart Page - Step 14: Verify the message in summary checkout is displayed correctly
[INFO ] [2022-03-04 12:35:40,502] Cart Page - Step 15: Hover to tooltip in item subtotal
[INFO ] [2022-03-04 12:35:40,663] Cart Page - Step 16: Verify the text in tooltip is displayed correctly
[INFO ] [2022-03-04 12:35:40,748] OS name = mac os x
[INFO ] [2022-03-04 12:35:40,993] ---------- QUIT BROWSER SUCCESS ----------
[INFO ] [2022-03-04 13:12:12,441] Pre-Condition - Step 01: Click to Sign Up button
[INFO ] [2022-03-04 13:12:13,252] Pre-Condition - Step 02: Enter to Email textbox
[INFO ] [2022-03-04 13:12:13,848] Pre-Condition - Step 03: Enter to Password textbox
[INFO ] [2022-03-04 13:12:14,380] Pre-Condition - Step 04: Select I am a Buyer value
[INFO ] [2022-03-04 13:12:14,679] Pre-Condition - Step 05: Click to Login button
[INFO ] [2022-03-04 13:12:15,072] Pre-Condition - Step 06: Verify the Pop popup is displayed
[INFO ] [2022-03-04 13:12:16,439] Pre-Condition - Step 07: Click on X button to close popup
[INFO ] [2022-03-04 13:12:26,788] Home Page - Step 01: Enter product named 'Product exam1' into search textbox
[INFO ] [2022-03-04 13:12:27,096] Home Page - Step 02: Click on search icon
[INFO ] [2022-03-04 13:12:27,318] Home Page - Step 03: Verify the results search is displayed
[INFO ] [2022-03-04 13:12:28,244] Home Page - Step 04: Click on Add to cart icon
[INFO ] [2022-03-04 13:12:28,438] Home Page - Step 05: Verify the add to cart popup is displayed
[INFO ] [2022-03-04 13:12:28,625] Home Page - Step 06: Enter quantity
[INFO ] [2022-03-04 13:12:29,489] Home Page - Step 07: Click on Add to Cart in Modal Dialog
[INFO ] [2022-03-04 13:12:29,630] Home Page - Step 08: Verify the notification of adding to cart successfully
[INFO ] [2022-03-04 13:12:30,832] Home Page - Step 09: Click on X icon
[INFO ] [2022-03-04 13:12:36,412] Home Page - Step 01: Hover to Cart icon
[INFO ] [2022-03-04 13:12:36,612] Home Page - Step 02: the cart popper is displayed normally
[INFO ] [2022-03-04 13:12:36,714] Home Page - Step 03: Verify the quantity of product is displayed correctly
[INFO ] [2022-03-04 13:12:36,778] Home Page - Step 04: Verify the price of product is displayed correctly
[INFO ] [2022-03-04 13:12:36,845] Home Page - Step 05: Verify the price total of product is displayed correctly
[INFO ] [2022-03-04 13:12:36,992] Home Page - Step 06: Verify the order value is displayed correctly
[INFO ] [2022-03-04 13:12:37,112] Home Page - Step 07: Verify the items subtotal is displayed correctly
[INFO ] [2022-03-04 13:12:37,247] Home Page - Step 08: Verify the small order surcharge is displayed correctly
[INFO ] [2022-03-04 13:12:37,340] Home Page - Step 09: Verify the logistics surcharge is displayed correctly
[INFO ] [2022-03-04 13:12:37,392] Home Page - Step 10: Verify the last total price is displayed correctly
[INFO ] [2022-03-04 13:12:42,698] Home Page - Step 01: Click on Cart button
[INFO ] [2022-03-04 13:12:42,951] Cart Page - Step 02: Verify the cart page is displayed
[INFO ] [2022-03-04 13:12:43,917] Cart Page - Step 03: Verify the text in pod express items is displayed
[INFO ] [2022-03-04 13:12:43,969] Cart Page - Step 04: Verify the brand name is displayed correctly
[INFO ] [2022-03-04 13:12:44,034] Cart Page - Step 05: Verify the product name is displayed correctly
[INFO ] [2022-03-04 13:12:44,097] Cart Page - Step 06: Verify the sku name is displayed correctly
[INFO ] [2022-03-04 13:12:44,169] Cart Page - Step 07: Verify the unit is displayed correctly
[INFO ] [2022-03-04 13:12:44,278] Cart Page - Step 08: Verify the id is displayed correctly
[INFO ] [2022-03-04 13:12:44,346] Cart Page - Step 09: Verify the unit is displayed correctly
[INFO ] [2022-03-04 13:12:44,430] Cart Page - Step 10: Verify the price is displayed correctly
[INFO ] [2022-03-04 13:12:44,501] Cart Page - Step 11: Verify the quantity of product is displayed correctly
[INFO ] [2022-03-04 13:12:44,592] Cart Page - Step 12: Verify the total price is displayed correctly
[INFO ] [2022-03-04 13:12:44,670] Cart Page - Step 13: Verify info of shipping address is displayed correctly
[INFO ] [2022-03-04 13:12:45,063] Cart Page - Step 14: Verify the message in summary checkout is displayed correctly
[INFO ] [2022-03-04 13:12:45,120] Cart Page - Step 15: Hover to tooltip in item subtotal
[INFO ] [2022-03-04 13:12:45,304] Cart Page - Step 16: Verify the text in tooltip is displayed correctly
[INFO ] [2022-03-04 13:12:45,415] OS name = mac os x
[INFO ] [2022-03-04 13:12:45,779] ---------- QUIT BROWSER SUCCESS ----------
[INFO ] [2022-03-04 13:15:21,283] Pre-Condition - Step 01: Click to Sign Up button
[INFO ] [2022-03-04 13:15:21,749] Pre-Condition - Step 02: Enter to Email textbox
[INFO ] [2022-03-04 13:15:22,123] Pre-Condition - Step 03: Enter to Password textbox
[INFO ] [2022-03-04 13:15:22,382] Pre-Condition - Step 04: Select I am a Buyer value
[INFO ] [2022-03-04 13:15:22,495] Pre-Condition - Step 05: Click to Login button
[INFO ] [2022-03-04 13:15:22,661] Pre-Condition - Step 06: Verify the Pop popup is displayed
[INFO ] [2022-03-04 13:15:23,777] Pre-Condition - Step 07: Click on X button to close popup
[INFO ] [2022-03-04 13:15:34,117] Home Page - Step 01: Enter product named 'Product exam1' into search textbox
[INFO ] [2022-03-04 13:15:34,660] Home Page - Step 02: Click on search icon
[INFO ] [2022-03-04 13:15:34,946] Home Page - Step 03: Verify the results search is displayed
[INFO ] [2022-03-04 13:15:36,415] Home Page - Step 04: Click on Add to cart icon
[INFO ] [2022-03-04 13:15:36,585] Home Page - Step 05: Verify the add to cart popup is displayed
[INFO ] [2022-03-04 13:15:36,837] Home Page - Step 06: Enter quantity
[INFO ] [2022-03-04 13:15:37,851] Home Page - Step 07: Click on Add to Cart in Modal Dialog
[INFO ] [2022-03-04 13:15:38,027] Home Page - Step 08: Verify the notification of adding to cart successfully
[INFO ] [2022-03-04 13:15:38,816] Home Page - Step 09: Click on X icon
[INFO ] [2022-03-04 13:15:44,341] Home Page - Step 01: Hover to Cart icon
[INFO ] [2022-03-04 13:15:44,625] Home Page - Step 02: the cart popper is displayed normally
[INFO ] [2022-03-04 13:15:44,719] Home Page - Step 03: Verify the quantity of product is displayed correctly
[INFO ] [2022-03-04 13:15:44,806] Home Page - Step 04: Verify the price of product is displayed correctly
[INFO ] [2022-03-04 13:15:44,903] Home Page - Step 05: Verify the price total of product is displayed correctly
[INFO ] [2022-03-04 13:15:45,055] Home Page - Step 06: Verify the order value is displayed correctly
[INFO ] [2022-03-04 13:15:45,292] Home Page - Step 07: Verify the items subtotal is displayed correctly
[INFO ] [2022-03-04 13:15:45,452] Home Page - Step 08: Verify the small order surcharge is displayed correctly
[INFO ] [2022-03-04 13:15:45,530] Home Page - Step 09: Verify the logistics surcharge is displayed correctly
[INFO ] [2022-03-04 13:15:45,596] Home Page - Step 10: Verify the last total price is displayed correctly
[INFO ] [2022-03-04 13:15:50,928] Home Page - Step 01: Click on Cart button
[INFO ] [2022-03-04 13:15:51,126] Cart Page - Step 02: Verify the cart page is displayed
[INFO ] [2022-03-04 13:15:52,077] Cart Page - Step 03: Verify the text in pod express items is displayed
[INFO ] [2022-03-04 13:15:52,137] Cart Page - Step 04: Verify the brand name is displayed correctly
[INFO ] [2022-03-04 13:15:52,190] Cart Page - Step 05: Verify the product name is displayed correctly
[INFO ] [2022-03-04 13:15:52,244] Cart Page - Step 06: Verify the sku name is displayed correctly
[INFO ] [2022-03-04 13:15:52,311] Cart Page - Step 07: Verify the unit is displayed correctly
[INFO ] [2022-03-04 13:15:52,391] Cart Page - Step 08: Verify the id is displayed correctly
[INFO ] [2022-03-04 13:15:52,461] Cart Page - Step 09: Verify the unit is displayed correctly
[INFO ] [2022-03-04 13:15:52,546] Cart Page - Step 10: Verify the price is displayed correctly
[INFO ] [2022-03-04 13:15:52,676] Cart Page - Step 11: Verify the quantity of product is displayed correctly
[INFO ] [2022-03-04 13:15:52,745] Cart Page - Step 12: Verify the total price is displayed correctly
[INFO ] [2022-03-04 13:15:52,899] Cart Page - Step 13: Verify info of shipping address is displayed correctly
[INFO ] [2022-03-04 13:15:53,441] Cart Page - Step 14: Verify the message in summary checkout is displayed correctly
[INFO ] [2022-03-04 13:15:53,498] Cart Page - Step 15: Hover to tooltip in item subtotal
[INFO ] [2022-03-04 13:15:53,680] Cart Page - Step 16: Verify the text in tooltip is displayed correctly
[INFO ] [2022-03-04 13:15:53,846] OS name = mac os x
[INFO ] [2022-03-04 13:15:54,189] ---------- QUIT BROWSER SUCCESS ----------
[INFO ] [2022-03-04 13:35:50,555] Pre-Condition - Step 01: Click to Sign Up button
[INFO ] [2022-03-04 13:35:51,125] Pre-Condition - Step 02: Enter to Email textbox
[INFO ] [2022-03-04 13:35:51,568] Pre-Condition - Step 03: Enter to Password textbox
[INFO ] [2022-03-04 13:35:51,883] Pre-Condition - Step 04: Select I am a Buyer value
[INFO ] [2022-03-04 13:35:52,138] Pre-Condition - Step 05: Click to Login button
[INFO ] [2022-03-04 13:35:52,301] Pre-Condition - Step 06: Verify the Pop popup is displayed
[INFO ] [2022-03-04 13:35:53,545] Pre-Condition - Step 07: Click on X button to close popup
[INFO ] [2022-03-04 13:36:03,879] Home Page - Step 01: Enter product named 'Product exam1' into search textbox
[INFO ] [2022-03-04 13:36:04,138] Home Page - Step 02: Click on search icon
[INFO ] [2022-03-04 13:36:04,334] Home Page - Step 03: Verify the results search is displayed
[INFO ] [2022-03-04 13:36:05,183] Home Page - Step 04: Click on Add to cart icon
[INFO ] [2022-03-04 13:36:05,352] Home Page - Step 05: Verify the add to cart popup is displayed
[INFO ] [2022-03-04 13:36:05,555] Home Page - Step 06: Enter quantity
[INFO ] [2022-03-04 13:36:06,435] Home Page - Step 07: Click on Add to Cart in Modal Dialog
[INFO ] [2022-03-04 13:36:06,571] Home Page - Step 08: Verify the notification of adding to cart successfully
[INFO ] [2022-03-04 13:36:07,605] Home Page - Step 09: Click on X icon
[INFO ] [2022-03-04 13:36:13,097] Home Page - Step 01: Hover to Cart icon
[INFO ] [2022-03-04 13:36:13,352] Home Page - Step 02: the cart popper is displayed normally
[INFO ] [2022-03-04 13:36:13,468] Home Page - Step 03: Verify the quantity of product is displayed correctly
[INFO ] [2022-03-04 13:36:13,585] Home Page - Step 04: Verify the price of product is displayed correctly
[INFO ] [2022-03-04 13:36:13,640] Home Page - Step 05: Verify the price total of product is displayed correctly
[INFO ] [2022-03-04 13:36:13,750] Home Page - Step 06: Verify the order value is displayed correctly
[INFO ] [2022-03-04 13:36:13,882] Home Page - Step 07: Verify the items subtotal is displayed correctly
[INFO ] [2022-03-04 13:36:14,004] Home Page - Step 08: Verify the small order surcharge is displayed correctly
[INFO ] [2022-03-04 13:36:14,065] Home Page - Step 09: Verify the logistics surcharge is displayed correctly
[INFO ] [2022-03-04 13:36:14,137] Home Page - Step 10: Verify the last total price is displayed correctly
[INFO ] [2022-03-04 13:36:19,470] Home Page - Step 01: Click on Cart button
[INFO ] [2022-03-04 13:36:19,696] Cart Page - Step 02: Verify the cart page is displayed
[INFO ] [2022-03-04 13:36:20,698] Cart Page - Step 03: Verify the text in pod express items is displayed
[INFO ] [2022-03-04 13:36:20,750] Cart Page - Step 04: Verify the brand name is displayed correctly
[INFO ] [2022-03-04 13:36:20,804] Cart Page - Step 05: Verify the product name is displayed correctly
[INFO ] [2022-03-04 13:36:20,854] Cart Page - Step 06: Verify the sku name is displayed correctly
[INFO ] [2022-03-04 13:36:20,905] Cart Page - Step 07: Verify the unit is displayed correctly
[INFO ] [2022-03-04 13:36:21,005] Cart Page - Step 08: Verify the id is displayed correctly
[INFO ] [2022-03-04 13:36:21,068] Cart Page - Step 09: Verify the unit is displayed correctly
[INFO ] [2022-03-04 13:36:21,153] Cart Page - Step 10: Verify the price is displayed correctly
[INFO ] [2022-03-04 13:36:21,224] Cart Page - Step 11: Verify the quantity of product is displayed correctly
[INFO ] [2022-03-04 13:36:21,281] Cart Page - Step 12: Verify the total price is displayed correctly
[INFO ] [2022-03-04 13:36:21,342] Cart Page - Step 13: Verify info of shipping address is displayed correctly
[INFO ] [2022-03-04 13:36:21,779] Cart Page - Step 14: Verify the message in summary checkout is displayed correctly
[INFO ] [2022-03-04 13:36:21,891] OS name = mac os x
[INFO ] [2022-03-04 13:36:22,298] ---------- QUIT BROWSER SUCCESS ----------
[INFO ] [2022-03-04 13:42:58,003] Pre-Condition - Step 01: Click to Sign Up button
[INFO ] [2022-03-04 13:42:58,760] Pre-Condition - Step 02: Enter to Email textbox
[INFO ] [2022-03-04 13:42:59,318] Pre-Condition - Step 03: Enter to Password textbox
[INFO ] [2022-03-04 13:42:59,615] Pre-Condition - Step 04: Select I am a Buyer value
[INFO ] [2022-03-04 13:42:59,792] Pre-Condition - Step 05: Click to Login button
[INFO ] [2022-03-04 13:42:59,997] Pre-Condition - Step 06: Verify the Pop popup is displayed
[INFO ] [2022-03-04 13:43:01,365] Pre-Condition - Step 07: Click on X button to close popup
[INFO ] [2022-03-04 13:43:11,672] Home Page - Step 01: Enter product named 'Product exam1' into search textbox
[INFO ] [2022-03-04 13:43:11,926] Home Page - Step 02: Click on search icon
[INFO ] [2022-03-04 13:43:12,119] Home Page - Step 03: Verify the results search is displayed
[INFO ] [2022-03-04 13:43:13,225] Home Page - Step 04: Click on Add to cart icon
[INFO ] [2022-03-04 13:43:13,431] Home Page - Step 05: Verify the add to cart popup is displayed
[INFO ] [2022-03-04 13:43:13,653] Home Page - Step 06: Enter quantity
[INFO ] [2022-03-04 13:43:14,485] Home Page - Step 07: Click on Add to Cart in Modal Dialog
[INFO ] [2022-03-04 13:43:14,649] Home Page - Step 08: Verify the notification of adding to cart successfully
[INFO ] [2022-03-04 13:43:15,568] Home Page - Step 09: Click on X icon
[INFO ] [2022-03-04 13:43:21,133] Home Page - Step 01: Hover to Cart icon
[INFO ] [2022-03-04 13:43:21,395] Home Page - Step 02: the cart popper is displayed normally
[INFO ] [2022-03-04 13:43:21,476] Home Page - Step 03: Verify the quantity of product is displayed correctly
[INFO ] [2022-03-04 13:43:21,533] Home Page - Step 04: Verify the price of product is displayed correctly
[INFO ] [2022-03-04 13:43:21,598] Home Page - Step 05: Verify the price total of product is displayed correctly
[INFO ] [2022-03-04 13:43:21,766] Home Page - Step 06: Verify the order value is displayed correctly
[INFO ] [2022-03-04 13:43:21,937] Home Page - Step 07: Verify the items subtotal is displayed correctly
[INFO ] [2022-03-04 13:43:22,082] Home Page - Step 08: Verify the small order surcharge is displayed correctly
[INFO ] [2022-03-04 13:43:22,160] Home Page - Step 09: Verify the logistics surcharge is displayed correctly
[INFO ] [2022-03-04 13:43:22,228] Home Page - Step 10: Verify the last total price is displayed correctly
[INFO ] [2022-03-04 13:43:27,809] Home Page - Step 01: Click on Cart button
[INFO ] [2022-03-04 13:43:28,219] Cart Page - Step 02: Verify the cart page is displayed
[INFO ] [2022-03-04 13:43:28,999] Cart Page - Step 03: Verify the text in pod express items is displayed
[INFO ] [2022-03-04 13:43:29,065] Cart Page - Step 04: Verify the brand name is displayed correctly
[INFO ] [2022-03-04 13:43:29,130] Cart Page - Step 05: Verify the product name is displayed correctly
[INFO ] [2022-03-04 13:43:29,185] Cart Page - Step 06: Verify the sku name is displayed correctly
[INFO ] [2022-03-04 13:43:29,270] Cart Page - Step 07: Verify the unit is displayed correctly
[INFO ] [2022-03-04 13:43:29,336] Cart Page - Step 08: Verify the id is displayed correctly
[INFO ] [2022-03-04 13:43:29,411] Cart Page - Step 09: Verify the unit is displayed correctly
[INFO ] [2022-03-04 13:43:29,486] Cart Page - Step 10: Verify the price is displayed correctly
[INFO ] [2022-03-04 13:43:29,570] Cart Page - Step 11: Verify the quantity of product is displayed correctly
[INFO ] [2022-03-04 13:43:29,634] Cart Page - Step 12: Verify the total price is displayed correctly
[INFO ] [2022-03-04 13:43:29,701] Cart Page - Step 13: Verify info of shipping address is displayed correctly
[INFO ] [2022-03-04 13:43:30,114] Cart Page - Step 14: Verify the message in summary checkout is displayed correctly
[INFO ] [2022-03-04 13:43:30,229] Cart Page - Step 15: Hover to tooltip in item subtotal
[INFO ] [2022-03-04 13:43:30,414] Cart Page - Step 16: Verify the text in tooltip is displayed correctly
[INFO ] [2022-03-04 13:43:30,495] OS name = mac os x
[INFO ] [2022-03-04 13:43:30,769] ---------- QUIT BROWSER SUCCESS ----------
[INFO ] [2022-03-04 13:53:49,402] Pre-Condition - Step 01: Click to Sign Up button
[INFO ] [2022-03-04 13:53:50,156] Pre-Condition - Step 02: Enter to Email textbox
[INFO ] [2022-03-04 13:53:50,886] Pre-Condition - Step 03: Enter to Password textbox
[INFO ] [2022-03-04 13:53:51,251] Pre-Condition - Step 04: Select I am a Buyer value
[INFO ] [2022-03-04 13:53:51,439] Pre-Condition - Step 05: Click to Login button
[INFO ] [2022-03-04 13:53:51,834] Pre-Condition - Step 06: Verify the Pop popup is displayed
[INFO ] [2022-03-04 13:53:53,294] Pre-Condition - Step 07: Click on X button to close popup
[INFO ] [2022-03-04 13:54:03,761] Home Page - Step 01: Enter product named 'Product exam1' into search textbox
[INFO ] [2022-03-04 13:54:04,264] Home Page - Step 02: Click on search icon
[INFO ] [2022-03-04 13:54:04,638] Home Page - Step 03: Verify the results search is displayed
[INFO ] [2022-03-04 13:54:06,703] Home Page - Step 04: Click on Add to cart icon
[INFO ] [2022-03-04 13:54:06,995] Home Page - Step 05: Verify the add to cart popup is displayed
[INFO ] [2022-03-04 13:54:07,119] Home Page - Step 06: Enter quantity
[INFO ] [2022-03-04 13:54:08,330] Home Page - Step 07: Click on Add to Cart in Modal Dialog
[INFO ] [2022-03-04 13:54:08,631] Home Page - Step 08: Verify the notification of adding to cart successfully
[INFO ] [2022-03-04 13:54:09,603] Home Page - Step 09: Click on X icon
[INFO ] [2022-03-04 13:54:15,427] Home Page - Step 01: Hover to Cart icon
[INFO ] [2022-03-04 13:54:15,805] Home Page - Step 02: the cart popper is displayed normally
[INFO ] [2022-03-04 13:54:15,907] Home Page - Step 03: Verify the quantity of product is displayed correctly
[INFO ] [2022-03-04 13:54:16,032] Home Page - Step 04: Verify the price of product is displayed correctly
[INFO ] [2022-03-04 13:54:16,133] Home Page - Step 05: Verify the price total of product is displayed correctly
[INFO ] [2022-03-04 13:54:16,406] Home Page - Step 06: Verify the order value is displayed correctly
[INFO ] [2022-03-04 13:54:16,751] Home Page - Step 07: Verify the items subtotal is displayed correctly
[INFO ] [2022-03-04 13:54:17,020] Home Page - Step 08: Verify the small order surcharge is displayed correctly
[INFO ] [2022-03-04 13:54:17,138] Home Page - Step 09: Verify the logistics surcharge is displayed correctly
[INFO ] [2022-03-04 13:54:17,268] Home Page - Step 10: Verify the last total price is displayed correctly
[INFO ] [2022-03-04 13:54:22,853] Home Page - Step 01: Click on Cart button
[INFO ] [2022-03-04 13:54:23,252] Cart Page - Step 02: Verify the cart page is displayed
[INFO ] [2022-03-04 13:54:24,289] Cart Page - Step 03: Verify the text in pod express items is displayed
[INFO ] [2022-03-04 13:54:24,392] Cart Page - Step 04: Verify the brand name is displayed correctly
[INFO ] [2022-03-04 13:54:24,501] Cart Page - Step 05: Verify the product name is displayed correctly
[INFO ] [2022-03-04 13:54:24,609] Cart Page - Step 06: Verify the sku name is displayed correctly
[INFO ] [2022-03-04 13:54:24,709] Cart Page - Step 07: Verify the unit is displayed correctly
[INFO ] [2022-03-04 13:54:24,804] Cart Page - Step 08: Verify the id is displayed correctly
[INFO ] [2022-03-04 13:54:24,942] Cart Page - Step 09: Verify the unit is displayed correctly
[INFO ] [2022-03-04 13:54:25,074] Cart Page - Step 10: Verify the price is displayed correctly
